Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation,Source File
641,Bellsprout,0.00078,22,0.001,21,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
642,Croagunk,0.00078,22,0.001,13,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
643,Quilladin,0.00078,22,0.001,17,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
644,Sandygast,0.00074,21,0.001,14,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
645,Gimmighoul-Roaming,0.00074,21,0.001,18,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
646,Kubfu,0.00074,21,0.001,14,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
647,Beldum,0.00071,20,0.001,19,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
648,Toedscool,0.00071,20,0.001,15,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
649,Growlithe-Hisui,0.00071,20,0.001,13,0.001,8,2024-02-pokemon_usage_stats_with_gen.csv
650,Tinkatuff,0.00071,20,0.001,18,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
651,Litten,0.00071,20,0.001,19,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
652,Nacli,0.00067,19,0.001,18,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
653,Hakamo-o,0.00067,19,0.001,14,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
654,Dartrix,0.00067,19,0.001,15,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
655,Luxio,0.00067,19,0.001,12,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
656,Happiny,0.00067,19,0.001,16,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
657,Foongus,0.00064,18,0.001,15,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
658,Dratini,0.00064,18,0.001,15,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
659,Sandile,0.00064,18,0.001,17,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
660,Finizen,0.00064,18,0.001,7,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
661,Bronzor,0.00064,18,0.001,14,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
662,Lotad,0.00064,18,0.001,13,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
663,Deerling,0.00064,18,0.001,13,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
664,Salandit,0.0006,17,0.001,16,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
665,Wingull,0.0006,17,0.001,17,0.001,3,2024-02-pokemon_usage_stats_with_gen.csv
666,Floette,0.0006,17,0.001,15,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
667,Timburr,0.0006,17,0.001,15,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
668,Stunky,0.0006,17,0.001,17,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
669,Combee,0.0006,17,0.001,9,0.0,4,2024-02-pokemon_usage_stats_with_gen.csv
670,Rhyhorn,0.0006,17,0.001,14,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
671,Rufflet,0.00057,16,0.001,14,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
672,Popplio,0.00057,16,0.001,12,0.001,7,2024-02-pokemon_usage_stats_with_gen.csv
673,Finneon,0.00057,16,0.001,12,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
674,Gimmighoul,0.00057,16,0.001,12,0.001,9,2024-02-pokemon_usage_stats_with_gen.csv
675,Inkay,0.00057,16,0.001,15,0.001,6,2024-02-pokemon_usage_stats_with_gen.csv
676,Snover,0.00057,16,0.001,14,0.001,4,2024-02-pokemon_usage_stats_with_gen.csv
677,Horsea,0.00057,16,0.001,15,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
678,Trumbeak,0.00057,16,0.001,9,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
679,Slugma,0.00057,16,0.001,15,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
680,Hoppip,0.00057,16,0.001,14,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
681,Torchic,0.00057,16,0.001,11,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
682,Skiploom,0.00053,15,0.001,11,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
683,Grimer-Alola,0.00053,15,0.001,10,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
684,Lombre,0.00053,15,0.001,11,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
685,Chingling,0.00053,15,0.001,10,0.0,4,2024-02-pokemon_usage_stats_with_gen.csv
686,Scraggy,0.0005,14,0.0,13,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
687,Ekans,0.0005,14,0.0,13,0.001,1,2024-02-pokemon_usage_stats_with_gen.csv
688,Teddiursa,0.0005,14,0.0,13,0.001,2,2024-02-pokemon_usage_stats_with_gen.csv
689,Nymble,0.0005,14,0.0,11,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
690,Poltchageist,0.00046,13,0.0,9,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
691,Tyrogue,0.00046,13,0.0,9,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
692,Steenee,0.00046,13,0.0,9,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
693,Elekid,0.00046,13,0.0,8,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
694,Houndour,0.00046,13,0.0,11,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
695,Fletchinder,0.00043,12,0.0,9,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
696,Duskull,0.00043,12,0.0,9,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
697,Shinx,0.00043,12,0.0,3,0.0,4,2024-02-pokemon_usage_stats_with_gen.csv
698,Scatterbug,0.00043,12,0.0,11,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
699,Fomantis,0.00043,12,0.0,9,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
700,Drilbur,0.00043,12,0.0,12,0.001,5,2024-02-pokemon_usage_stats_with_gen.csv
701,Sewaddle,0.00039,11,0.0,7,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
702,Prinplup,0.00039,11,0.0,11,0.0,4,2024-02-pokemon_usage_stats_with_gen.csv
703,Dewott,0.00039,11,0.0,8,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
704,Diglett-Alola,0.00035,10,0.0,8,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
705,Gulpin,0.00035,10,0.0,7,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
706,Drizzile,0.00035,10,0.0,9,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
707,Hatenna,0.00035,10,0.0,6,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
708,Petilil,0.00035,10,0.0,6,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
709,Cacnea,0.00035,10,0.0,8,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
710,Milcery,0.00032,9,0.0,6,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
711,Bergmite,0.00028,8,0.0,5,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
712,Barboach,0.00028,8,0.0,6,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
713,Cubchoo,0.00028,8,0.0,5,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
714,Seel,0.00028,8,0.0,8,0.0,1,2024-02-pokemon_usage_stats_with_gen.csv
715,Rookidee,0.00028,8,0.0,7,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
716,Fletchling,0.00028,8,0.0,4,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
717,Varoom,0.00025,7,0.0,5,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
718,Chinchou,0.00025,7,0.0,6,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
719,Mudbray,0.00025,7,0.0,6,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
720,Tinkatink,0.00025,7,0.0,3,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
721,Cyndaquil,0.00025,7,0.0,6,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
722,Oddish,0.00025,7,0.0,7,0.0,1,2024-02-pokemon_usage_stats_with_gen.csv
723,Ducklett,0.00025,7,0.0,6,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
724,Grimer,0.00025,7,0.0,7,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
725,Vibrava,0.00025,7,0.0,7,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
726,Tynamo,0.00025,7,0.0,7,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
727,Sobble,0.00025,7,0.0,6,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
728,Slakoth,0.00021,6,0.0,5,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
729,Grubbin,0.00021,6,0.0,5,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
730,Axew,0.00021,6,0.0,6,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
731,Bounsweet,0.00021,6,0.0,4,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
732,Snorunt,0.00021,6,0.0,2,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
733,Meowth-Galar,0.00021,6,0.0,4,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
734,Fennekin,0.00021,6,0.0,4,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
735,Froakie,0.00021,6,0.0,5,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
736,Flabebe,0.00021,6,0.0,4,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
737,Snubbull,0.00018,5,0.0,5,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
738,Tepig,0.00018,5,0.0,5,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
739,Weepinbell,0.00018,5,0.0,5,0.0,1,2024-02-pokemon_usage_stats_with_gen.csv
740,Jangmo-o,0.00018,5,0.0,5,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
741,Frigibax,0.00018,5,0.0,4,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
742,Swablu,0.00018,5,0.0,5,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
743,Pikipek,0.00018,5,0.0,3,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
744,Litleo,0.00018,5,0.0,3,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
745,Golett,0.00018,5,0.0,5,0.0,5,2024-02-pokemon_usage_stats_with_gen.csv
746,Capsakid,0.00018,5,0.0,4,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
747,Skrelp,0.00014,4,0.0,3,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
748,Skiddo,0.00014,4,0.0,3,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
749,Cosmog,0.00014,4,0.0,4,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
750,Slowpoke-Galar,0.00014,4,0.0,4,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
751,Turtwig,0.00014,4,0.0,2,0.0,4,2024-02-pokemon_usage_stats_with_gen.csv
752,Poliwag,0.00014,4,0.0,3,0.0,1,2024-02-pokemon_usage_stats_with_gen.csv
753,Skwovet,0.00014,4,0.0,3,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
754,Silicobra,0.00011,3,0.0,1,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
755,Spewpa,0.00011,3,0.0,2,0.0,6,2024-02-pokemon_usage_stats_with_gen.csv
756,Toxel,0.00011,3,0.0,2,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
757,Brionne,0.00011,3,0.0,2,0.0,7,2024-02-pokemon_usage_stats_with_gen.csv
758,Growlithe,0.00011,3,0.0,1,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
759,Chewtle,7e-05,2,0.0,2,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
760,Meowth-Alola,7e-05,2,0.0,2,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
761,Impidimp,7e-05,2,0.0,2,0.0,8,2024-02-pokemon_usage_stats_with_gen.csv
762,Tadbulb,7e-05,2,0.0,2,0.0,9,2024-02-pokemon_usage_stats_with_gen.csv
763,Hoothoot,4e-05,1,0.0,1,0.0,2,2024-02-pokemon_usage_stats_with_gen.csv
764,Makuhita,4e-05,1,0.0,1,0.0,3,2024-02-pokemon_usage_stats_with_gen.csv
1,Great Tusk,28.01464,563831,28.015,444704,27.863,9,2025-02-pokemon_usage_stats_with_gen.csv
2,Kingambit,20.47798,412146,20.478,279368,17.504,9,2025-02-pokemon_usage_stats_with_gen.csv
3,Gholdengo,19.28139,388063,19.281,295979,18.544,9,2025-02-pokemon_usage_stats_with_gen.csv
4,Iron Valiant,16.1677,325396,16.168,238748,14.959,9,2025-02-pokemon_usage_stats_with_gen.csv
5,Dragapult,16.13406,324719,16.134,254706,15.958,8,2025-02-pokemon_usage_stats_with_gen.csv
6,Dragonite,14.02041,282179,14.02,207953,13.029,1,2025-02-pokemon_usage_stats_with_gen.csv
7,Gliscor,12.59541,253499,12.595,212334,13.304,4,2025-02-pokemon_usage_stats_with_gen.csv
8,Iron Moth,12.42697,250109,12.427,193102,12.099,9,2025-02-pokemon_usage_stats_with_gen.csv
9,Ogerpon-Wellspring,12.3834,249232,12.383,200579,12.567,9,2025-02-pokemon_usage_stats_with_gen.csv
10,Slowking-Galar,12.3033,247620,12.303,207269,12.986,8,2025-02-pokemon_usage_stats_with_gen.csv
11,Raging Bolt,11.94099,240328,11.941,183000,11.466,9,2025-02-pokemon_usage_stats_with_gen.csv
12,Landorus-Therian,11.73261,236134,11.733,209120,13.102,5,2025-02-pokemon_usage_stats_with_gen.csv
13,Roaring Moon,11.44388,230323,11.444,167890,10.519,9,2025-02-pokemon_usage_stats_with_gen.csv
14,Zamazenta,11.33522,228136,11.335,169969,10.649,8,2025-02-pokemon_usage_stats_with_gen.csv
15,Corviknight,11.17036,224818,11.17,185548,11.625,8,2025-02-pokemon_usage_stats_with_gen.csv
16,Samurott-Hisui,10.65024,214350,10.65,191903,12.024,8,2025-02-pokemon_usage_stats_with_gen.csv
17,Ting-Lu,9.54507,192107,9.545,167036,10.465,9,2025-02-pokemon_usage_stats_with_gen.csv
18,Cinderace,9.45514,190297,9.455,150749,9.445,8,2025-02-pokemon_usage_stats_with_gen.csv
19,Darkrai,8.49138,170900,8.491,133028,8.335,4,2025-02-pokemon_usage_stats_with_gen.csv
20,Kyurem,8.4878,170828,8.488,134806,8.446,5,2025-02-pokemon_usage_stats_with_gen.csv
21,Meowscarada,8.14342,163897,8.143,133903,8.39,9,2025-02-pokemon_usage_stats_with_gen.csv
22,Hatterene,8.00251,161061,8.003,126673,7.937,8,2025-02-pokemon_usage_stats_with_gen.csv
23,Glimmora,7.91338,159267,7.913,141862,8.888,9,2025-02-pokemon_usage_stats_with_gen.csv
24,Pecharunt,7.75195,156018,7.752,128072,8.024,9,2025-02-pokemon_usage_stats_with_gen.csv
25,Iron Treads,7.60115,152983,7.601,126690,7.938,9,2025-02-pokemon_usage_stats_with_gen.csv
26,Alomomola,7.19914,144892,7.199,119451,7.484,5,2025-02-pokemon_usage_stats_with_gen.csv
27,Zapdos,6.99627,140809,6.996,119289,7.474,8,2025-02-pokemon_usage_stats_with_gen.csv
28,Primarina,6.89655,138802,6.897,113777,7.129,7,2025-02-pokemon_usage_stats_with_gen.csv
29,Garganacl,6.65731,133987,6.657,106146,6.65,9,2025-02-pokemon_usage_stats_with_gen.csv
30,Araquanid,6.63227,133483,6.632,122919,7.701,7,2025-02-pokemon_usage_stats_with_gen.csv
31,Moltres,6.46254,130067,6.463,109732,6.875,8,2025-02-pokemon_usage_stats_with_gen.csv
32,Rillaboom,5.9456,119663,5.946,97415,6.103,8,2025-02-pokemon_usage_stats_with_gen.csv
33,Walking Wake,5.84216,117581,5.842,94499,5.921,9,2025-02-pokemon_usage_stats_with_gen.csv
34,Garchomp,5.60138,112735,5.601,93971,5.888,6,2025-02-pokemon_usage_stats_with_gen.csv
35,Iron Crown,5.54787,111658,5.548,90847,5.692,9,2025-02-pokemon_usage_stats_with_gen.csv
36,Clefable,5.28209,106309,5.282,85721,5.371,1,2025-02-pokemon_usage_stats_with_gen.csv
37,Enamorus,4.89067,98431,4.891,75726,4.745,8,2025-02-pokemon_usage_stats_with_gen.csv
38,Scizor,4.69609,94515,4.696,77766,4.872,6,2025-02-pokemon_usage_stats_with_gen.csv
39,Blissey,4.1323,83168,4.132,64077,4.015,2,2025-02-pokemon_usage_stats_with_gen.csv
40,Dondozo,4.04371,81385,4.044,59318,3.717,9,2025-02-pokemon_usage_stats_with_gen.csv
41,Weavile,3.94553,79409,3.946,61959,3.882,4,2025-02-pokemon_usage_stats_with_gen.csv
42,Ceruledge,3.84234,77332,3.842,59611,3.735,9,2025-02-pokemon_usage_stats_with_gen.csv
43,Tinkaton,3.82629,77009,3.826,68769,4.309,9,2025-02-pokemon_usage_stats_with_gen.csv
44,Serperior,3.8083,76647,3.808,58886,3.689,5,2025-02-pokemon_usage_stats_with_gen.csv
45,Torkoal,3.77635,76004,3.776,69462,4.352,3,2025-02-pokemon_usage_stats_with_gen.csv
46,Rotom-Wash,3.5398,71243,3.54,62084,3.89,4,2025-02-pokemon_usage_stats_with_gen.csv
47,Clodsire,3.47282,69895,3.473,55631,3.486,9,2025-02-pokemon_usage_stats_with_gen.csv
48,Toxapex,3.28709,66157,3.287,53921,3.378,7,2025-02-pokemon_usage_stats_with_gen.csv
49,Heatran,3.1354,63104,3.135,52186,3.27,4,2025-02-pokemon_usage_stats_with_gen.csv
50,Pelipper,3.13232,63042,3.132,57428,3.598,3,2025-02-pokemon_usage_stats_with_gen.csv
51,Blaziken,3.05709,61528,3.057,46264,2.899,6,2025-02-pokemon_usage_stats_with_gen.csv
52,Lokix,2.96711,59717,2.967,48665,3.049,9,2025-02-pokemon_usage_stats_with_gen.csv
53,Ninetales-Alola,2.89298,58225,2.893,51648,3.236,7,2025-02-pokemon_usage_stats_with_gen.csv
54,Greninja,2.82715,56900,2.827,44243,2.772,7,2025-02-pokemon_usage_stats_with_gen.csv
55,Ursaluna,2.77721,55895,2.777,44863,2.811,9,2025-02-pokemon_usage_stats_with_gen.csv
56,Sinistcha,2.61742,52679,2.617,41492,2.6,9,2025-02-pokemon_usage_stats_with_gen.csv
57,Tyranitar,2.47477,49808,2.475,42523,2.664,6,2025-02-pokemon_usage_stats_with_gen.csv
58,Ribombee,2.4145,48595,2.415,44633,2.796,7,2025-02-pokemon_usage_stats_with_gen.csv
59,Hydrapple,2.38042,47909,2.38,36699,2.299,9,2025-02-pokemon_usage_stats_with_gen.csv
60,Skeledirge,2.3353,47001,2.335,35930,2.251,9,2025-02-pokemon_usage_stats_with_gen.csv
61,Keldeo,2.23722,45027,2.237,37601,2.356,5,2025-02-pokemon_usage_stats_with_gen.csv
62,Ninetales,2.23573,44997,2.236,41103,2.575,7,2025-02-pokemon_usage_stats_with_gen.csv
63,Latios,2.18977,44072,2.19,35240,2.208,6,2025-02-pokemon_usage_stats_with_gen.csv
64,Hoopa-Unbound,2.14769,43225,2.148,34321,2.15,6,2025-02-pokemon_usage_stats_with_gen.csv
65,Excadrill,2.1292,42853,2.129,33501,2.099,5,2025-02-pokemon_usage_stats_with_gen.csv
66,Quaquaval,2.12677,42804,2.127,34206,2.143,9,2025-02-pokemon_usage_stats_with_gen.csv
67,Skarmory,2.11822,42632,2.118,37078,2.323,2,2025-02-pokemon_usage_stats_with_gen.csv
68,Weezing-Galar,2.10282,42322,2.103,34923,2.188,8,2025-02-pokemon_usage_stats_with_gen.csv
69,Ogerpon-Cornerstone,2.00419,40337,2.004,32977,2.066,9,2025-02-pokemon_usage_stats_with_gen.csv
70,Iron Hands,1.91352,38512,1.914,30109,1.886,9,2025-02-pokemon_usage_stats_with_gen.csv
71,Deoxys-Speed,1.87988,37835,1.88,31753,1.989,3,2025-02-pokemon_usage_stats_with_gen.csv
72,Hydreigon,1.69266,34067,1.693,26830,1.681,5,2025-02-pokemon_usage_stats_with_gen.csv
73,Latias,1.67567,33725,1.676,24066,1.508,6,2025-02-pokemon_usage_stats_with_gen.csv
74,Grimmsnarl,1.49988,30187,1.5,26258,1.645,8,2025-02-pokemon_usage_stats_with_gen.csv
75,Gengar,1.48885,29965,1.489,22841,1.431,6,2025-02-pokemon_usage_stats_with_gen.csv
76,Barraskewda,1.47777,29742,1.478,23697,1.485,8,2025-02-pokemon_usage_stats_with_gen.csv
77,Venusaur,1.47484,29683,1.475,23244,1.456,6,2025-02-pokemon_usage_stats_with_gen.csv
78,Hawlucha,1.46604,29506,1.466,21969,1.376,6,2025-02-pokemon_usage_stats_with_gen.csv
79,Mimikyu,1.45278,29239,1.453,21764,1.364,7,2025-02-pokemon_usage_stats_with_gen.csv
80,Maushold,1.43504,28882,1.435,22116,1.386,9,2025-02-pokemon_usage_stats_with_gen.csv
81,Goodra-Hisui,1.3862,27899,1.386,22861,1.432,8,2025-02-pokemon_usage_stats_with_gen.csv
82,Arcanine-Hisui,1.33795,26928,1.338,20523,1.286,8,2025-02-pokemon_usage_stats_with_gen.csv
83,Amoonguss,1.33492,26867,1.335,20896,1.309,5,2025-02-pokemon_usage_stats_with_gen.csv
84,Azumarill,1.25791,25317,1.258,20503,1.285,2,2025-02-pokemon_usage_stats_with_gen.csv
85,Metagross,1.20728,24298,1.207,18936,1.186,6,2025-02-pokemon_usage_stats_with_gen.csv
86,Zoroark-Hisui,1.16489,23445,1.165,9426,0.591,8,2025-02-pokemon_usage_stats_with_gen.csv
87,Kommo-o,1.15834,23313,1.158,17114,1.072,7,2025-02-pokemon_usage_stats_with_gen.csv
88,Ogerpon,1.14711,23087,1.147,18179,1.139,9,2025-02-pokemon_usage_stats_with_gen.csv
89,Incineroar,1.11923,22526,1.119,18440,1.155,7,2025-02-pokemon_usage_stats_with_gen.csv
90,Volcanion,1.10984,22337,1.11,18398,1.153,6,2025-02-pokemon_usage_stats_with_gen.csv
91,Talonflame,1.08087,21754,1.081,17302,1.084,6,2025-02-pokemon_usage_stats_with_gen.csv
92,Thundurus-Therian,1.0772,21680,1.077,17324,1.085,5,2025-02-pokemon_usage_stats_with_gen.csv
93,Galvantula,1.04937,21120,1.049,18597,1.165,5,2025-02-pokemon_usage_stats_with_gen.csv
94,Okidogi,1.01464,20421,1.015,16539,1.036,9,2025-02-pokemon_usage_stats_with_gen.csv
95,Tornadus-Therian,0.98796,19884,0.988,16670,1.044,5,2025-02-pokemon_usage_stats_with_gen.csv
96,Polteageist,0.97057,19534,0.971,14561,0.912,8,2025-02-pokemon_usage_stats_with_gen.csv
97,Moltres-Galar,0.96724,19467,0.967,14638,0.917,8,2025-02-pokemon_usage_stats_with_gen.csv
98,Espeon,0.95666,19254,0.957,14866,0.931,2,2025-02-pokemon_usage_stats_with_gen.csv
99,Mamoswine,0.95144,19149,0.951,15745,0.986,4,2025-02-pokemon_usage_stats_with_gen.csv
100,Cloyster,0.93937,18906,0.939,14546,0.911,1,2025-02-pokemon_usage_stats_with_gen.csv
101,Umbreon,0.93837,18886,0.938,14113,0.884,2,2025-02-pokemon_usage_stats_with_gen.csv
102,Blastoise,0.92948,18707,0.929,14459,0.906,6,2025-02-pokemon_usage_stats_with_gen.csv
103,Iron Boulder,0.92138,18544,0.921,13179,0.826,9,2025-02-pokemon_usage_stats_with_gen.csv
104,Manaphy,0.91736,18463,0.917,14619,0.916,4,2025-02-pokemon_usage_stats_with_gen.csv
105,Gyarados,0.90439,18202,0.904,14053,0.88,6,2025-02-pokemon_usage_stats_with_gen.csv
106,Mandibuzz,0.89882,18090,0.899,14744,0.924,5,2025-02-pokemon_usage_stats_with_gen.csv
107,Jirachi,0.8792,17695,0.879,13818,0.866,3,2025-02-pokemon_usage_stats_with_gen.csv
108,Charizard,0.85729,17254,0.857,13097,0.821,6,2025-02-pokemon_usage_stats_with_gen.csv
109,Cresselia,0.83403,16786,0.834,13169,0.825,4,2025-02-pokemon_usage_stats_with_gen.csv
110,Slowking,0.82887,16682,0.829,13582,0.851,8,2025-02-pokemon_usage_stats_with_gen.csv
111,Conkeldurr,0.8153,16409,0.815,12763,0.8,5,2025-02-pokemon_usage_stats_with_gen.csv
112,Haxorus,0.81411,16385,0.814,11803,0.74,5,2025-02-pokemon_usage_stats_with_gen.csv
113,Comfey,0.79826,16066,0.798,12249,0.767,7,2025-02-pokemon_usage_stats_with_gen.csv
114,Gardevoir,0.79751,16051,0.798,12089,0.757,6,2025-02-pokemon_usage_stats_with_gen.csv
115,Kleavor,0.79498,16000,0.795,13790,0.864,8,2025-02-pokemon_usage_stats_with_gen.csv
116,Sandy Shocks,0.78941,15888,0.789,12900,0.808,9,2025-02-pokemon_usage_stats_with_gen.csv
117,Indeedee,0.78479,15795,0.785,13633,0.854,8,2025-02-pokemon_usage_stats_with_gen.csv
118,Lilligant-Hisui,0.76224,15341,0.762,11692,0.733,8,2025-02-pokemon_usage_stats_with_gen.csv
119,Milotic,0.76065,15309,0.761,11624,0.728,3,2025-02-pokemon_usage_stats_with_gen.csv
120,Magnezone,0.75985,15293,0.76,12136,0.76,4,2025-02-pokemon_usage_stats_with_gen.csv
121,Empoleon,0.74996,15094,0.75,12095,0.758,4,2025-02-pokemon_usage_stats_with_gen.csv
122,Salamence,0.73277,14748,0.733,11119,0.697,6,2025-02-pokemon_usage_stats_with_gen.csv
123,Forretress,0.73108,14714,0.731,12752,0.799,2,2025-02-pokemon_usage_stats_with_gen.csv
124,Armarouge,0.72661,14624,0.727,10958,0.687,9,2025-02-pokemon_usage_stats_with_gen.csv
125,Slither Wing,0.71677,14426,0.717,11641,0.729,9,2025-02-pokemon_usage_stats_with_gen.csv
126,Lucario,0.70982,14286,0.71,10244,0.642,6,2025-02-pokemon_usage_stats_with_gen.csv
127,Infernape,0.70694,14228,0.707,10920,0.684,4,2025-02-pokemon_usage_stats_with_gen.csv
128,Mew,0.69889,14066,0.699,11412,0.715,1,2025-02-pokemon_usage_stats_with_gen.csv
129,Breloom,0.68095,13705,0.681,10501,0.658,3,2025-02-pokemon_usage_stats_with_gen.csv
130,Reuniclus,0.67245,13534,0.672,10033,0.629,5,2025-02-pokemon_usage_stats_with_gen.csv
131,Sylveon,0.67161,13517,0.672,9893,0.62,6,2025-02-pokemon_usage_stats_with_gen.csv
132,Jolteon,0.66063,13296,0.661,10190,0.638,1,2025-02-pokemon_usage_stats_with_gen.csv
133,Ditto,0.65988,13281,0.66,9417,0.59,1,2025-02-pokemon_usage_stats_with_gen.csv
134,Swampert,0.6417,12915,0.642,10710,0.671,6,2025-02-pokemon_usage_stats_with_gen.csv
135,Chandelure,0.6014,12104,0.601,9169,0.574,5,2025-02-pokemon_usage_stats_with_gen.csv
136,Snorlax,0.59549,11985,0.595,9064,0.568,1,2025-02-pokemon_usage_stats_with_gen.csv
137,Chansey,0.58143,11702,0.581,8782,0.55,1,2025-02-pokemon_usage_stats_with_gen.csv
138,Bronzong,0.56543,11380,0.565,9214,0.577,4,2025-02-pokemon_usage_stats_with_gen.csv
139,Feraligatr,0.55768,11224,0.558,8183,0.513,2,2025-02-pokemon_usage_stats_with_gen.csv
140,Kingdra,0.55191,11108,0.552,8336,0.522,2,2025-02-pokemon_usage_stats_with_gen.csv
141,Porygon2,0.54978,11065,0.55,8807,0.552,2,2025-02-pokemon_usage_stats_with_gen.csv
142,Quagsire,0.53895,10847,0.539,8383,0.525,2,2025-02-pokemon_usage_stats_with_gen.csv
